user_id,pred_date
96759,2017-09-07
40403,2017-09-13
98997,2017-09-12
24132,2017-09-07
97937,2017-09-07
6654,2017-09-07
41240,2017-09-09
97294,2017-09-12
29597,2017-09-09
87086,2017-09-10
14341,2017-09-09
32248,2017-09-08
17383,2017-09-12
65510,2017-09-13
47217,2017-09-07
13543,2017-09-15
28107,2017-09-10
12784,2017-09-13
89424,2017-09-10
14929,2017-09-09
9544,2017-09-16
98262,2017-09-14
37591,2017-09-10
30556,2017-09-07
60267,2017-09-07
93741,2017-09-08
66528,2017-09-11
60470,2017-09-09
4768,2017-09-12
38517,2017-09-07
75107,2017-09-10
71279,2017-09-06
55912,2017-09-09
21847,2017-09-12
2137,2017-09-09
11723,2017-09-13
77657,2017-09-10
95145,2017-09-10
25951,2017-09-07
21695,2017-09-10
97445,2017-09-09
54937,2017-09-10
53570,2017-09-08
85346,2017-09-14
18162,2017-09-08
18221,2017-09-08
69606,2017-09-06
46437,2017-09-07
61020,2017-09-07
49018,2017-09-10
68570,2017-09-10
130,2017-09-09
28973,2017-09-07
20153,2017-09-07
95853,2017-09-11
70253,2017-09-10
39080,2017-09-09
81037,2017-09-10
74625,2017-09-10
80388,2017-09-10
89437,2017-09-08
46249,2017-09-12
60962,2017-09-09
69729,2017-09-14
91724,2017-09-11
52328,2017-09-12
50240,2017-09-11
11307,2017-09-10
37035,2017-09-13
45733,2017-09-09
54075,2017-09-09
25589,2017-09-07
70145,2017-09-09
16719,2017-09-12
54369,2017-09-10
42404,2017-09-12
90743,2017-09-10
69546,2017-09-10
60095,2017-09-14
53871,2017-09-09
42141,2017-09-07
56213,2017-09-09
71782,2017-09-09
18897,2017-09-09
9650,2017-09-07
51240,2017-09-10
49868,2017-09-10
13308,2017-09-13
61635,2017-09-10
13187,2017-09-08
35801,2017-09-13
93836,2017-09-07
49909,2017-09-09
21974,2017-09-12
22027,2017-09-09
49746,2017-09-13
239,2017-09-07
36697,2017-09-11
89771,2017-09-09
83577,2017-09-09
89490,2017-09-10
80361,2017-09-07
75315,2017-09-10
22475,2017-09-09
96001,2017-09-07
46879,2017-09-10
2075,2017-09-10
68485,2017-09-10
53968,2017-09-10
27372,2017-09-17
23909,2017-09-10
85208,2017-09-10
52714,2017-09-10
60315,2017-09-13
75979,2017-09-14
26990,2017-09-10
75841,2017-09-09
65957,2017-09-11
74142,2017-09-08
23185,2017-09-08
64991,2017-09-08
35838,2017-09-08
75444,2017-09-07
88811,2017-09-10
68773,2017-09-10
95098,2017-09-09
12722,2017-09-07
12077,2017-09-11
50491,2017-09-10
63221,2017-09-08
56842,2017-09-12
307,2017-09-07
54929,2017-09-11
39673,2017-09-13
59588,2017-09-10
51434,2017-09-08
81483,2017-09-08
84625,2017-09-08
61031,2017-09-10
69883,2017-09-10
21409,2017-09-08
63059,2017-09-08
11337,2017-09-08
8001,2017-09-11
22635,2017-09-10
7454,2017-09-07
55834,2017-09-13
31767,2017-09-07
97383,2017-09-13
32001,2017-09-10
15013,2017-09-09
23250,2017-09-09
34409,2017-09-13
72251,2017-09-10
54735,2017-09-10
53446,2017-09-08
55051,2017-09-10
46326,2017-09-09
1033,2017-09-11
84463,2017-09-15
30652,2017-09-08
40004,2017-09-07
82378,2017-09-07
36355,2017-09-11
6086,2017-09-09
18022,2017-09-14
12192,2017-09-10
50098,2017-09-12
70606,2017-09-10
75072,2017-09-13
23971,2017-09-08
23350,2017-09-12
8256,2017-09-10
19206,2017-09-11
16758,2017-09-09
9013,2017-09-09
29594,2017-09-07
3588,2017-09-10
44187,2017-09-10
78463,2017-09-08
23034,2017-09-09
25156,2017-09-11
60612,2017-09-11
79999,2017-09-10
42606,2017-09-08
57799,2017-09-10
23450,2017-09-14
74198,2017-09-10
91433,2017-09-10
74711,2017-09-10
86226,2017-09-07
70426,2017-09-07
59805,2017-09-13
15962,2017-09-10
4612,2017-09-10
20648,2017-09-11
78113,2017-09-12
70561,2017-09-07
51987,2017-09-11
34071,2017-09-13
18553,2017-09-06
32249,2017-09-15
80618,2017-09-09
37177,2017-09-10
49445,2017-09-10
86478,2017-09-07
93558,2017-09-13
57432,2017-09-09
22845,2017-09-11
86265,2017-09-07
25252,2017-09-09
63278,2017-09-09
60727,2017-09-10
15784,2017-09-10
95141,2017-09-12
94890,2017-09-10
54664,2017-09-08
36018,2017-09-08
76376,2017-09-07
4997,2017-09-10
84632,2017-09-11
72995,2017-09-16
48487,2017-09-13
72678,2017-09-08
65543,2017-09-10
83989,2017-09-10
83500,2017-09-09
85256,2017-09-09
25947,2017-09-09
54404,2017-09-13
28424,2017-09-11
48571,2017-09-10
95325,2017-09-10
43232,2017-09-09
51257,2017-09-10
47724,2017-09-10
97079,2017-09-10
22485,2017-09-11
17242,2017-09-13
65504,2017-09-08
623,2017-09-13
79462,2017-09-10
41634,2017-09-09
45145,2017-09-07
2405,2017-09-13
55703,2017-09-12
98942,2017-09-12
50234,2017-09-09
88200,2017-09-07
32318,2017-09-10
42482,2017-09-10
71977,2017-09-09
87205,2017-09-10
51105,2017-09-12
20363,2017-09-07
90829,2017-09-08
74293,2017-09-08
76307,2017-09-08
27610,2017-09-11
19622,2017-09-07
63796,2017-09-10
83494,2017-09-11
77295,2017-09-09
1748,2017-09-09
98483,2017-09-13
61785,2017-09-07
80541,2017-09-10
98511,2017-09-10
25075,2017-09-07
45739,2017-09-09
67583,2017-09-10
53093,2017-09-10
96037,2017-09-11
23620,2017-09-13
59517,2017-09-14
44317,2017-09-17
51571,2017-09-17
8316,2017-09-09
42440,2017-09-09
36296,2017-09-11
47511,2017-09-10
19112,2017-09-10
28609,2017-09-10
38543,2017-09-09
20319,2017-09-07
43206,2017-09-11
3170,2017-09-12
25564,2017-09-12
62876,2017-09-10
81560,2017-09-11
77630,2017-09-09
42383,2017-09-11
15961,2017-09-10
73678,2017-09-12
19313,2017-09-10
34751,2017-09-11
98563,2017-09-15
8236,2017-09-10
37462,2017-09-10
53215,2017-09-14
75792,2017-09-09
20136,2017-09-10
35067,2017-09-07
70888,2017-09-11
89181,2017-09-11
54585,2017-09-09
3154,2017-09-09
72162,2017-09-11
8552,2017-09-09
48302,2017-09-11
68630,2017-09-09
43418,2017-09-12
28278,2017-09-09
4540,2017-09-11
49110,2017-09-09
8618,2017-09-10
8456,2017-09-10
61892,2017-09-08
55881,2017-09-10
44107,2017-09-13
59425,2017-09-09
8961,2017-09-12
3425,2017-09-10
5585,2017-09-09
88682,2017-09-08
96239,2017-09-11
51616,2017-09-09
56058,2017-09-15
98332,2017-09-08
31993,2017-09-10
92361,2017-09-09
46167,2017-09-07
25701,2017-09-10
93901,2017-09-09
65319,2017-09-09
65764,2017-09-08
15847,2017-09-12
69478,2017-09-13
24569,2017-09-14
51034,2017-09-11
73743,2017-09-11
17224,2017-09-09
73718,2017-09-10
31582,2017-09-10
45932,2017-09-07
61012,2017-09-11
61500,2017-09-07
22183,2017-09-11
2226,2017-09-09
59375,2017-09-13
77540,2017-09-07
87254,2017-09-10
28839,2017-09-09
62970,2017-09-07
76993,2017-09-12
88933,2017-09-11
67664,2017-09-09
23526,2017-09-11
9243,2017-09-11
69435,2017-09-12
70290,2017-09-10
69432,2017-09-10
32734,2017-09-11
66818,2017-09-09
28637,2017-09-09
85656,2017-09-10
61050,2017-09-09
82670,2017-09-07
49432,2017-09-11
61070,2017-09-12
95341,2017-09-09
85059,2017-09-10
7621,2017-09-11
11196,2017-09-07
12259,2017-09-10
9906,2017-09-12
63691,2017-09-11
68099,2017-09-09
8125,2017-09-13
60329,2017-09-08
44769,2017-09-13
7071,2017-09-12
53589,2017-09-08
58568,2017-09-12
41265,2017-09-11
29732,2017-09-09
23071,2017-09-10
65795,2017-09-09
359,2017-09-09
79786,2017-09-11
77190,2017-09-10
40515,2017-09-11
543,2017-09-13
66520,2017-09-12
86841,2017-09-08
23025,2017-09-13
87493,2017-09-11
29250,2017-09-09
28707,2017-09-10
67087,2017-09-07
92113,2017-09-08
62328,2017-09-10
98800,2017-09-09
45764,2017-09-13
3141,2017-09-12
507,2017-09-07
1304,2017-09-12
12526,2017-09-11
15825,2017-09-15
33420,2017-09-07
14683,2017-09-10
5473,2017-09-14
51754,2017-09-07
7333,2017-09-13
3329,2017-09-11
8329,2017-09-07
57231,2017-09-13
32819,2017-09-10
55686,2017-09-11
66971,2017-09-11
69117,2017-09-08
76350,2017-09-07
9393,2017-09-10
16113,2017-09-11
44457,2017-09-09
73801,2017-09-11
27316,2017-09-10
11999,2017-09-12
93702,2017-09-09
76950,2017-09-16
92515,2017-09-10
36455,2017-09-10
53519,2017-09-11
64715,2017-09-12
73026,2017-09-12
52935,2017-09-14
51201,2017-09-11
57297,2017-09-11
39233,2017-09-09
33928,2017-09-15
87768,2017-09-14
63546,2017-09-09
83346,2017-09-10
16333,2017-09-10
85859,2017-09-09
54212,2017-09-12
52664,2017-09-12
32151,2017-09-11
98339,2017-09-07
84738,2017-09-08
75815,2017-09-10
14519,2017-09-15
92972,2017-09-09
15302,2017-09-08
9759,2017-09-13
8823,2017-09-09
44443,2017-09-07
21680,2017-09-13
4769,2017-09-07
56747,2017-09-13
43600,2017-09-10
93496,2017-09-15
9093,2017-09-12
95374,2017-09-14
45258,2017-09-10
35259,2017-09-10
37094,2017-09-09
51795,2017-09-15
24182,2017-09-10
788,2017-09-11
33013,2017-09-11
17076,2017-09-11
86252,2017-09-09
63664,2017-09-13
43819,2017-09-10
57338,2017-09-09
74573,2017-09-10
64256,2017-09-09
52738,2017-09-15
93506,2017-09-09
91643,2017-09-12
13716,2017-09-10
28286,2017-09-11
39016,2017-09-07
61835,2017-09-11
66309,2017-09-12
20090,2017-09-13
97454,2017-09-12
86134,2017-09-09
70373,2017-09-09
62455,2017-09-10
45350,2017-09-11
67224,2017-09-12
78603,2017-09-13
98792,2017-09-13
96303,2017-09-13
78549,2017-09-13
76778,2017-09-10
3628,2017-09-09
42804,2017-09-10
67491,2017-09-15
9256,2017-09-12
87452,2017-09-12
41304,2017-09-09
97878,2017-09-08
58992,2017-09-08
29883,2017-09-10
7638,2017-09-09
4,2017-09-10
40334,2017-09-12
33183,2017-09-15
92731,2017-09-10
90009,2017-09-12
20164,2017-09-10
44947,2017-09-08
61255,2017-09-10
82653,2017-09-10
56915,2017-09-07
64000,2017-09-09
97667,2017-09-09
75199,2017-09-13
2911,2017-09-12
53911,2017-09-11
93984,2017-09-09
53906,2017-09-09
56106,2017-09-09
74522,2017-09-08
32685,2017-09-13
57124,2017-09-10
77432,2017-09-09
98017,2017-09-12
48801,2017-09-11
69859,2017-09-09
37243,2017-09-15
61541,2017-09-10
53811,2017-09-07
313,2017-09-08
37199,2017-09-13
77735,2017-09-11
63747,2017-09-09
38640,2017-09-09
22633,2017-09-08
95369,2017-09-11
800,2017-09-15
28248,2017-09-11
97690,2017-09-10
23462,2017-09-11
15740,2017-09-07
52786,2017-09-11
93885,2017-09-14
96417,2017-09-12
10099,2017-09-10
59364,2017-09-09
53443,2017-09-11
13910,2017-09-07
19359,2017-09-11
22463,2017-09-12
62491,2017-09-09
37404,2017-09-11
21412,2017-09-10
12514,2017-09-11
2796,2017-09-08
39595,2017-09-13
3527,2017-09-10
84695,2017-09-09
82767,2017-09-11
76791,2017-09-07
38334,2017-09-12
97288,2017-09-09
93457,2017-09-13
12700,2017-09-12
74140,2017-09-08
24700,2017-09-08
11582,2017-09-14
58188,2017-09-12
35408,2017-09-11
8963,2017-09-13
10877,2017-09-09
91794,2017-09-10
37598,2017-09-13
73,2017-09-09
2912,2017-09-10
21562,2017-09-10
94902,2017-09-12
91517,2017-09-09
51980,2017-09-14
99072,2017-09-09
10949,2017-09-12
46811,2017-09-07
93690,2017-09-11
47299,2017-09-10
31691,2017-09-12
81434,2017-09-09
74030,2017-09-09
58268,2017-09-14
29688,2017-09-08
5115,2017-09-11
95418,2017-09-10
34957,2017-09-08
72659,2017-09-07
71155,2017-09-11
33447,2017-09-12
85589,2017-09-08
33739,2017-09-10
29349,2017-09-15
40784,2017-09-09
50095,2017-09-09
87099,2017-09-13
46041,2017-09-13
86636,2017-09-11
58684,2017-09-09
88005,2017-09-11
8072,2017-09-13
21447,2017-09-10
4556,2017-09-15
82939,2017-09-11
60171,2017-09-11
1448,2017-09-12
37041,2017-09-08
37209,2017-09-13
42136,2017-09-11
23649,2017-09-11
83611,2017-09-15
96753,2017-09-10
54500,2017-09-10
68309,2017-09-09
38413,2017-09-10
46150,2017-09-10
17419,2017-09-07
64282,2017-09-13
33268,2017-09-10
78078,2017-09-10
71384,2017-09-13
64566,2017-09-13
79693,2017-09-11
72725,2017-09-10
19437,2017-09-08
11674,2017-09-10
83000,2017-09-13
82817,2017-09-09
12402,2017-09-13
78029,2017-09-13
39664,2017-09-11
83239,2017-09-08
45236,2017-09-12
46993,2017-09-10
69269,2017-09-12
98933,2017-09-07
27764,2017-09-10
176,2017-09-13
12306,2017-09-10
30859,2017-09-09
23983,2017-09-07
91740,2017-09-10
95896,2017-09-07
55583,2017-09-10
84831,2017-09-08
68202,2017-09-10
16690,2017-09-10
20294,2017-09-11
94099,2017-09-10
97814,2017-09-13
25816,2017-09-09
94331,2017-09-10
9364,2017-09-17
46978,2017-09-11
38651,2017-09-11
61809,2017-09-11
55822,2017-09-11
91800,2017-09-11
71946,2017-09-09
5714,2017-09-10
75000,2017-09-10
6516,2017-09-12
11086,2017-09-08
39970,2017-09-09
96255,2017-09-10
45046,2017-09-11
43741,2017-09-07
19887,2017-09-12
4641,2017-09-10
14654,2017-09-13
4135,2017-09-07
81984,2017-09-11
10647,2017-09-12
90514,2017-09-11
26393,2017-09-09
44867,2017-09-13
46147,2017-09-08
43655,2017-09-13
48246,2017-09-12
38282,2017-09-12
48852,2017-09-09
66547,2017-09-15
42386,2017-09-13
55855,2017-09-09
32980,2017-09-09
91602,2017-09-15
70863,2017-09-14
25915,2017-09-14
45538,2017-09-08
57743,2017-09-08
7461,2017-09-14
79629,2017-09-12
85733,2017-09-09
87479,2017-09-09
65766,2017-09-12
7089,2017-09-13
54486,2017-09-12
36913,2017-09-09
3112,2017-09-09
18901,2017-09-13
61219,2017-09-08
86286,2017-09-12
835,2017-09-07
24809,2017-09-09
90115,2017-09-15
33276,2017-09-12
26198,2017-09-13
34249,2017-09-09
62280,2017-09-10
20617,2017-09-08
63021,2017-09-12
35116,2017-09-10
24742,2017-09-11
93819,2017-09-12
38445,2017-09-14
31671,2017-09-12
69633,2017-09-09
16189,2017-09-09
35894,2017-09-10
65166,2017-09-13
7230,2017-09-09
95397,2017-09-12
7636,2017-09-12
61516,2017-09-09
30638,2017-09-10
69007,2017-09-11
49553,2017-09-12
79239,2017-09-07
16215,2017-09-10
4902,2017-09-11
56080,2017-09-12
89450,2017-09-11
67504,2017-09-12
63569,2017-09-11
39049,2017-09-12
77323,2017-09-10
86732,2017-09-13
61579,2017-09-15
57528,2017-09-13
57668,2017-09-12
50000,2017-09-12
77387,2017-09-07
14814,2017-09-09
69502,2017-09-09
42855,2017-09-07
68292,2017-09-08
31188,2017-09-10
17280,2017-09-11
74403,2017-09-10
31663,2017-09-09
48912,2017-09-10
71851,2017-09-10
33690,2017-09-10
79714,2017-09-11
47197,2017-09-10
80835,2017-09-10
6672,2017-09-10
79617,2017-09-15
18910,2017-09-09
81526,2017-09-09
61183,2017-09-10
70391,2017-09-10
40020,2017-09-09
65559,2017-09-10
85111,2017-09-09
3129,2017-09-10
66646,2017-09-10
48805,2017-09-12
95857,2017-09-07
40358,2017-09-12
43352,2017-09-15
6338,2017-09-11
97548,2017-09-12
52106,2017-09-13
43007,2017-09-16
4490,2017-09-10
63316,2017-09-09
23644,2017-09-15
55232,2017-09-10
9593,2017-09-15
48035,2017-09-10
84505,2017-09-09
44554,2017-09-10
70150,2017-09-09
24525,2017-09-14
75589,2017-09-11
34743,2017-09-10
58655,2017-09-11
23320,2017-09-08
18290,2017-09-10
95298,2017-09-13
90095,2017-09-12
68106,2017-09-11
58090,2017-09-10
89496,2017-09-12
14351,2017-09-09
37753,2017-09-13
25045,2017-09-12
83161,2017-09-11
15077,2017-09-12
43270,2017-09-10
23389,2017-09-10
84383,2017-09-10
9083,2017-09-08
32632,2017-09-09
47110,2017-09-10
40454,2017-09-13
87518,2017-09-10
83911,2017-09-09
58747,2017-09-08
63583,2017-09-10
9537,2017-09-13
78626,2017-09-13
92399,2017-09-10
30889,2017-09-11
90270,2017-09-11
54623,2017-09-10
35091,2017-09-10
75966,2017-09-12
17794,2017-09-10
70459,2017-09-13
43756,2017-09-08
955,2017-09-09
47885,2017-09-10
72737,2017-09-12
63610,2017-09-07
56306,2017-09-11
82525,2017-09-10
3480,2017-09-13
38086,2017-09-14
57284,2017-09-12
70328,2017-09-12
51021,2017-09-10
97920,2017-09-10
63491,2017-09-07
63230,2017-09-13
64620,2017-09-10
75618,2017-09-12
24,2017-09-08
39219,2017-09-13
32617,2017-09-14
54958,2017-09-10
71754,2017-09-11
24999,2017-09-13
80375,2017-09-11
21943,2017-09-11
45326,2017-09-12
22070,2017-09-12
5643,2017-09-13
49295,2017-09-10
3184,2017-09-09
91032,2017-09-08
38172,2017-09-10
16609,2017-09-10
81683,2017-09-11
41792,2017-09-10
67260,2017-09-10
72283,2017-09-11
30811,2017-09-10
92957,2017-09-11
28451,2017-09-10
70410,2017-09-10
10894,2017-09-10
47939,2017-09-11
14695,2017-09-09
432,2017-09-11
59346,2017-09-10
48001,2017-09-08
19384,2017-09-14
78731,2017-09-09
69116,2017-09-11
6263,2017-09-15
59064,2017-09-15
64603,2017-09-10
21669,2017-09-09
41246,2017-09-11
5508,2017-09-12
21856,2017-09-09
94868,2017-09-10
81120,2017-09-08
85143,2017-09-13
43367,2017-09-07
1791,2017-09-09
66982,2017-09-11
98141,2017-09-12
40651,2017-09-11
82855,2017-09-10
66579,2017-09-15
22720,2017-09-11
5132,2017-09-09
78074,2017-09-09
46382,2017-09-10
87886,2017-09-15
12040,2017-09-08
14431,2017-09-10
38458,2017-09-15
37201,2017-09-10
38814,2017-09-08
81222,2017-09-13
16691,2017-09-09
24849,2017-09-10
46835,2017-09-14
93657,2017-09-10
30281,2017-09-14
36551,2017-09-08
64604,2017-09-12
71040,2017-09-11
12394,2017-09-11
23386,2017-09-12
67632,2017-09-13
55431,2017-09-13
70396,2017-09-10
57298,2017-09-11
96446,2017-09-13
74081,2017-09-12
18827,2017-09-09
34875,2017-09-12
70820,2017-09-12
39384,2017-09-09
14393,2017-09-10
14674,2017-09-11
7015,2017-09-14
60853,2017-09-08
45085,2017-09-12
1382,2017-09-07
15600,2017-09-10
92036,2017-09-12
68037,2017-09-09
86932,2017-09-15
32210,2017-09-11
78985,2017-09-11
84193,2017-09-11
60890,2017-09-09
54395,2017-09-12
29683,2017-09-08
42049,2017-09-13
53219,2017-09-11
32063,2017-09-09
11697,2017-09-10
68450,2017-09-09
55871,2017-09-07
32349,2017-09-09
87305,2017-09-07
55934,2017-09-09
49262,2017-09-10
36769,2017-09-11
6716,2017-09-11
84629,2017-09-11
6859,2017-09-13
3159,2017-09-15
95247,2017-09-11
14823,2017-09-13
66238,2017-09-09
44650,2017-09-08
45825,2017-09-13
94939,2017-09-10
11080,2017-09-13
75391,2017-09-12
9535,2017-09-14
56145,2017-09-13
97765,2017-09-11
8153,2017-09-07
6998,2017-09-10
78089,2017-09-12
4760,2017-09-08
20121,2017-09-13
49582,2017-09-13
23239,2017-09-09
56922,2017-09-10
50676,2017-09-09
79060,2017-09-09
38342,2017-09-14
15605,2017-09-13
15510,2017-09-13
97524,2017-09-09
12680,2017-09-13
11239,2017-09-11
12313,2017-09-10
10453,2017-09-10
64750,2017-09-09
55553,2017-09-09
15588,2017-09-06
73002,2017-09-13
37537,2017-09-10
92079,2017-09-07
53553,2017-09-09
82079,2017-09-11
66285,2017-09-09
94950,2017-09-11
97019,2017-09-10
11586,2017-09-10
66895,2017-09-13
149,2017-09-10
8320,2017-09-12
48374,2017-09-10
1613,2017-09-11
28364,2017-09-09
92371,2017-09-13
41365,2017-09-11
54826,2017-09-10
69909,2017-09-13
15139,2017-09-12
77265,2017-09-10
41254,2017-09-08
31739,2017-09-10
27786,2017-09-08
81873,2017-09-10
94940,2017-09-08
77121,2017-09-12
90612,2017-09-10
92382,2017-09-09
64853,2017-09-10
82836,2017-09-11
73575,2017-09-08
86330,2017-09-07
23663,2017-09-10
69023,2017-09-09
80957,2017-09-16
57346,2017-09-10
71694,2017-09-12
94216,2017-09-11
21698,2017-09-11
1603,2017-09-13
90598,2017-09-10
3974,2017-09-10
69190,2017-09-13
21693,2017-09-13
69959,2017-09-12
66077,2017-09-11
22562,2017-09-11
62174,2017-09-10
51417,2017-09-10
56947,2017-09-13
31895,2017-09-12
57623,2017-09-11
1750,2017-09-13
40519,2017-09-13
91908,2017-09-12
14873,2017-09-09
33311,2017-09-13
75139,2017-09-13
66252,2017-09-08
3721,2017-09-12
2589,2017-09-13
30157,2017-09-09
50298,2017-09-07
88851,2017-09-10
85571,2017-09-14
36632,2017-09-09
27834,2017-09-12
1535,2017-09-12
48677,2017-09-10
76070,2017-09-09
71237,2017-09-08
58591,2017-09-11
71735,2017-09-07
66656,2017-09-13
88573,2017-09-14
71465,2017-09-10
8919,2017-09-09
86920,2017-09-15
41591,2017-09-09
63492,2017-09-11
48673,2017-09-10
70530,2017-09-10
37750,2017-09-10
71112,2017-09-10
32684,2017-09-10
33554,2017-09-12
19926,2017-09-10
24029,2017-09-13
51333,2017-09-09
43801,2017-09-11
78449,2017-09-08
29947,2017-09-09
53308,2017-09-09
19459,2017-09-10
31244,2017-09-14
6265,2017-09-12
8307,2017-09-11
46234,2017-09-15
24721,2017-09-13
27664,2017-09-12
81367,2017-09-09
35607,2017-09-09
31813,2017-09-09
67914,2017-09-11
94778,2017-09-10
6557,2017-09-10
86975,2017-09-11
45118,2017-09-13
36538,2017-09-09
33950,2017-09-11
66131,2017-09-12
38560,2017-09-08
35785,2017-09-10
21095,2017-09-13
91410,2017-09-13
41519,2017-09-10
80038,2017-09-14
3502,2017-09-13
33869,2017-09-11
64520,2017-09-11
82600,2017-09-10
45348,2017-09-10
52819,2017-09-09
66053,2017-09-14
44118,2017-09-12
80193,2017-09-12
46042,2017-09-10
89010,2017-09-11
32872,2017-09-09
28298,2017-09-11
51996,2017-09-13
4610,2017-09-10
74608,2017-09-08
45193,2017-09-10
86834,2017-09-13
8573,2017-09-09
38158,2017-09-10
9161,2017-09-15
93294,2017-09-11
14071,2017-09-13
4802,2017-09-10
23844,2017-09-10
31926,2017-09-11
59526,2017-09-13
23024,2017-09-15
29906,2017-09-12
4530,2017-09-10
73191,2017-09-08
63501,2017-09-11
21769,2017-09-09
63291,2017-09-14
2335,2017-09-08
50120,2017-09-09
78857,2017-09-16
75198,2017-09-09
21753,2017-09-10
62878,2017-09-10
16369,2017-09-12
96969,2017-09-11
35287,2017-09-10
72285,2017-09-11
14016,2017-09-13
29193,2017-09-09
4132,2017-09-14
12816,2017-09-09
42648,2017-09-12
64706,2017-09-08
32606,2017-09-12
40724,2017-09-07
31482,2017-09-09
14691,2017-09-09
46459,2017-09-13
37423,2017-09-10
57324,2017-09-14
39665,2017-09-09
31807,2017-09-11
64182,2017-09-11
40195,2017-09-12
95127,2017-09-07
66406,2017-09-13
54846,2017-09-10
96537,2017-09-12
8424,2017-09-12
63925,2017-09-14
95641,2017-09-10
32188,2017-09-10
44951,2017-09-15
85680,2017-09-09
58442,2017-09-14
64942,2017-09-09
66805,2017-09-10
10664,2017-09-11
24512,2017-09-10
46798,2017-09-13
21634,2017-09-11
46722,2017-09-10
95016,2017-09-11
36263,2017-09-09
56719,2017-09-10
13818,2017-09-13
23662,2017-09-14
3273,2017-09-12
62509,2017-09-08
30642,2017-09-09
88676,2017-09-10
34913,2017-09-09
79931,2017-09-12
65460,2017-09-09
20644,2017-09-08
43631,2017-09-17
32756,2017-09-11
10304,2017-09-10
2552,2017-09-12
85249,2017-09-09
22988,2017-09-09
38788,2017-09-07
98896,2017-09-11
55410,2017-09-09
69765,2017-09-15
43123,2017-09-08
61983,2017-09-10
11719,2017-09-09
44832,2017-09-10
18639,2017-09-12
66446,2017-09-08
85127,2017-09-08
83300,2017-09-10
9630,2017-09-13
1851,2017-09-07
85364,2017-09-08
31089,2017-09-11
14191,2017-09-09
49813,2017-09-07
43077,2017-09-07
53099,2017-09-08
49024,2017-09-15
4944,2017-09-08
58599,2017-09-15
